,State,County,Risk_Score,Risk_Rating,IXP_Count,Region,Regional Electricity Demand,State Emissions Level,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
6200,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6201,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6202,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6203,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6204,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6205,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6206,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6207,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6208,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6209,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6210,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6211,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6212,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6213,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6214,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6215,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6216,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6217,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6218,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6219,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6220,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6221,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6222,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6223,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6224,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6225,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6226,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6227,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6228,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6229,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6230,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6231,OH,Franklin County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6232,OH,Franklin County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6233,OH,Fulton,40.62997136493796,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6234,OH,Fulton County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6235,OH,Gallia,17.658288259624562,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6236,OH,Gallia County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6237,OH,Geauga,25.45338848234171,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6238,OH,Geauga County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6239,OH,Greene,64.20617244670697,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6240,OH,Greene County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6241,OH,Guernsey,29.430480432707608,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6242,OH,Guernsey County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6243,OH,Hamilton,93.445752465797,Relatively Moderate,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6244,OH,Hamilton County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6245,OH,Hancock,71.0467706013363,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6246,OH,Hancock County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6247,OH,Hardin,14.317531021317212,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6248,OH,Hardin County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6249,OH,Harrison,5.186127903277124,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6250,OH,Harrison County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6251,OH,Henry,18.32643970728603,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6252,OH,Henry County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6253,OH,Highland,34.871142220808146,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6254,OH,Highland County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6255,OH,Hocking,26.98059179128221,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6256,OH,Hocking County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6257,OH,Holmes,49.252306713331215,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6258,OH,Holmes County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6259,OH,Huron,45.08431434934776,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6260,OH,Huron County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6261,OH,Jackson,25.19885459751829,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6262,OH,Jackson County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6263,OH,Jefferson,48.87050588609609,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6264,OH,Jefferson County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6265,OH,Knox,40.884505249761375,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6266,OH,Knox County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6267,OH,Lake,56.442888959592736,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6268,OH,Lake County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6269,OH,Lawrence,48.10690423162583,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6270,OH,Lawrence County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6271,OH,Licking,64.77887368755965,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6272,OH,Licking County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6273,OH,Logan,38.14826598790964,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6274,OH,Logan County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6275,OH,Lorain,73.43302577155582,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6276,OH,Lorain County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6277,OH,Lucas,84.0598154629335,Relatively Moderate,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6278,OH,Lucas County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6279,OH,Madison,22.81259942729876,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6280,OH,Madison County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6281,OH,Mahoning,73.87846006999683,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6282,OH,Mahoning County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6283,OH,Marion,41.648106904231625,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6284,OH,Marion County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6285,OH,Medina,61.151765828825965,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6286,OH,Medina County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6287,OH,Meigs,28.69869551384028,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6288,OH,Meigs County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6289,OH,Mercer,57.65192491250398,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6290,OH,Mercer County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6291,OH,Miami,54.597518294622965,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6292,OH,Miami County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6293,OH,Monroe,18.00827235125676,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6294,OH,Monroe County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6295,OH,Montgomery,86.09608654152083,Relatively Moderate,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6296,OH,Montgomery County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6297,OH,Morgan,8.431434934775691,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6298,OH,Morgan County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6299,OH,Morrow,19.09004136175628,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6300,OH,Morrow County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6301,OH,Muskingum,44.70251352211263,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6302,OH,Muskingum County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6303,OH,Noble,19.980909958638243,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6304,OH,Noble County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6305,OH,Ottawa,45.688832325803375,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6306,OH,Ottawa County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6307,OH,Paulding,22.49443207126949,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6308,OH,Paulding County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6309,OH,Perry,14.858415526566974,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6310,OH,Perry County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6311,OH,Pickaway,35.316576519249125,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6312,OH,Pickaway County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6313,OH,Pike,29.36684696150176,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6314,OH,Pike County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6315,OH,Portage,52.7521476296532,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6316,OH,Portage County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6317,OH,Preble,40.59815462933504,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6318,OH,Preble County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6319,OH,Putnam,22.526248806872413,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6320,OH,Putnam County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6321,OH,Richland,60.3881641743557,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6322,OH,Richland County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6323,OH,Ross,48.04327076041998,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6324,OH,Ross County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6325,OH,Sandusky,48.83868915049316,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6326,OH,Sandusky County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6327,OH,Scioto,57.11104040725422,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6328,OH,Scioto County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6329,OH,Seneca,36.27107858733695,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6330,OH,Seneca County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6331,OH,Shelby,40.9163219853643,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6332,OH,Shelby County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6333,OH,Stark,82.11899459115494,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6334,OH,Stark County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6335,OH,Summit,85.52338530066814,Relatively Moderate,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6336,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6337,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6338,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6339,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6340,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6341,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6342,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6343,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6344,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6345,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6346,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6347,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6348,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6349,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6350,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6351,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6352,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6353,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6354,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6355,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6356,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6357,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6358,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6359,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6360,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6361,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6362,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6363,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6364,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6365,OH,Summit County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6366,OH,Summit County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6367,OH,Trumbull,81.41902640789054,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6368,OH,Trumbull County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6369,OH,Tuscarawas,35.12567610563156,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6370,OH,Tuscarawas County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6371,OH,Union,29.112313076678326,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6372,OH,Union County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6373,OH,Van Wert,19.79000954502068,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6374,OH,Van Wert County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6375,OH,Vinton,7.031498568246898,Very Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6376,OH,Vinton County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6377,OH,Warren,67.19694559338211,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6378,OH,Warren County,Unknown,Unknown,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6379,OH,Washington,49.8250079541839,Relatively Low,870.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6380,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6381,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6382,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6383,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6384,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6385,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6386,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6387,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6388,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6389,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6390,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6391,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6392,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6393,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6394,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6395,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6396,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6397,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6398,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6399,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
6400,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6401,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6402,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6403,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6404,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6405,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6406,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6407,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6408,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6409,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6410,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6411,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6412,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6413,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6414,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6415,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6416,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6417,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6418,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6419,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6420,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6421,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6422,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6423,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6424,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6425,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6426,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6427,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6428,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6429,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Moderate,Moderate,138.4,292.5,Moderate,High
6430,OH,Washington County,Unknown,Unknown,5.0,MIDW,High,High,Low,Moderate,138.4,292.5,Moderate,High
