Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2023,17166,Sierra Pacific Power Co,NV,NEVP,"15,590","35,390",.,.,"50,980",4.3,4.8,.,.,9.1,"28,368","447,501",.,.,"475,869",3.2,3.9,.,.,7.1,"2,356","1,597",.,.,"3,953","3,550","2,800",.,.,"6,350","2,356","1,597",.,.,"3,953","3,550","2,800",.,.,"6,350",1.800,12.600,.,.,pucn.nv.gov/utilities/electric
2023,17252,Singing River Elec Cooperative,MS,MISO,400,.,.,.,400,0.2,.,.,.,0.2,"6,371",.,.,.,"6,371",0.2,.,.,.,0.2,86,.,.,.,86,122,.,.,.,122,86,.,.,.,86,122,.,.,.,122,15.850,.,.,.,
2023,17267,Sioux Valley SW Elec Coop,MN,SWPP,151,53,.,.,204,0.0,0.2,.,.,0.2,"3,291",924,.,.,"4,215",0.0,0.2,.,.,0.2,21,3,.,.,24,0,0,.,.,0,70,3,.,.,72,0,0,.,.,0,15.000,22.000,.,.,
2023,17267,Sioux Valley SW Elec Coop,SD,SWPP,"1,099",159,.,.,"1,258",0.1,0.0,.,.,0.1,"24,004","2,772",.,.,"26,776",0.1,0.0,.,.,0.1,242,9,.,.,250,0,0,.,.,0,618,9,.,.,627,0,0,.,.,0,15.000,22.000,.,.,
2023,17470,PUD No 1 of Snohomish County,WA,BPAT,"9,414","14,203","22,169",.,"45,786",2.1,3.2,5.1,.,10.5,"120,645","160,118","231,842",.,"512,605",2.1,2.0,3.4,.,7.6,"3,549","3,041","3,235",.,"9,825","1,300","1,114","1,185",.,"3,599","3,579","3,041","3,235",.,"9,855","1,300","1,114","1,185",.,"3,599",12.815,11.274,10.458,.,
2023,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,"31,427","70,903","6,790",.,"109,120",8.7,16.1,1.5,.,26.3,"333,126","850,832","88,275",.,"1,272,233",8.0,5.0,0.7,.,13.7,"10,527","7,903",757,.,"19,187","2,659","4,270",409,.,"7,338","10,527","7,903",757,.,"19,187","2,659","4,270",409,.,"7,338",10.600,12.000,13.000,.,
2023,17543,South Carolina Public Service Authority,SC,SC,"3,468","4,134",.,.,"7,603",1.0,0.8,.,.,1.8,"69,426","49,480",.,.,"118,906",1.0,0.8,.,.,1.8,"1,372",315,.,.,"1,687",558,289,.,.,847,"1,372",315,.,.,"1,687",558,289,.,.,847,20.017,11.968,.,.,
2023,17572,South River Elec Member Corp,NC,CPLE,"1,075",.,.,.,"1,075",0.3,.,.,.,0.3,"15,626",.,.,.,"15,626",0.3,.,.,.,0.3,4,.,.,.,4,.,.,.,.,.,150,.,.,.,150,.,.,.,.,.,16.500,.,.,.,
2023,17599,Southeastern Indiana R E M C,IN,MISO,260,128,.,.,388,0.0,0.0,.,.,0.1,"15,527","4,542",.,.,"20,069",0.0,0.0,.,.,0.0,28,8,.,.,36,0,0,.,.,0,"1,300",230,.,.,"1,529",0,0,.,.,0,15.100,2.000,.,.,
2023,17609,Southern California Edison Co,CA,CISO,"104,458","88,133","24,801",0,"217,393",13.3,3.0,2.9,0.0,19.3,"206,035","845,686","125,312",0,"1,177,033",13.3,3.0,2.9,0.0,19.3,"10,216","11,657",829,0,"22,703","25,380","106,954","4,990",0,"137,325","10,216","11,657",829,0,"22,703","25,380","106,954","4,990",0,"137,325",2.000,9.600,5.100,0.000,https://cedars.sound-data.com/
2023,17612,Bear Valley Electric Service,CA,CISO,33,.,.,.,33,0.0,.,.,.,0.0,380,.,.,.,380,0.0,.,.,.,0.0,88,.,.,.,88,20,.,.,.,20,88,.,.,.,88,20,.,.,.,20,11.400,.,.,.,
2023,17633,Southern Indiana Gas & Elec Co,IN,MISO,"10,136","20,512","9,653",0,"40,301",2.4,3.8,1.8,0.0,8.0,"86,487","254,457","119,744",0,"460,688",2.4,3.8,1.8,0.0,8.0,"1,159","1,853",872,0,"3,884","2,598","1,918",903,0,"5,419","1,159","1,853",872,0,"3,884","2,598","1,918",903,0,"5,419",8.500,12.400,12.400,0.000,
2023,17637,Southern Maryland Elec Coop Inc,MD,PJM,"54,350","20,692",.,.,"75,042",17.4,3.4,.,.,20.8,"292,145","232,639",.,.,"524,784",17.4,3.4,.,.,20.8,"8,023","4,187",.,.,"12,210","7,026","2,213",.,.,"9,239","8,023","4,187",.,.,"12,210","37,940","24,786",.,.,"62,726",5.400,11.200,.,.,
2023,17642,Southern Public Power District,NE,SWPP,381,81,248,0,710,0.1,0.0,0.0,0.0,0.1,"6,004",894,"2,538",0,"9,435",0.1,0.0,0.0,.,0.1,121,4,7,0,132,19,1,5,0,25,121,4,7,0,132,19,1,5,0,25,15.768,11.000,10.214,0.000,
2023,17647,Southern Pine Electric Cooperative,MS,MISO,584,.,.,.,584,0.3,.,.,.,0.3,"10,339",.,.,.,"10,339",0.3,.,.,.,0.3,94,.,.,.,94,1,.,.,.,1,94,.,.,.,94,1,.,.,.,1,17.740,.,.,.,
2023,17698,Southwestern Electric Power Co,AR,SWPP,"17,097","21,570",.,.,"38,667",3.9,11.4,.,.,15.3,"245,326","336,670",.,.,"581,996",3.9,11.4,.,.,15.3,"3,199","2,333",.,.,"5,532","2,331","2,245",.,.,"4,576","3,199","2,333",.,.,"5,532","2,331","2,245",.,.,"4,576",14.300,15.600,.,.,
2023,17698,Southwestern Electric Power Co,LA,SWPP,"12,099","4,373",.,.,"16,472",2.8,1.6,.,.,4.4,"146,793","109,606",.,.,"256,399",2.8,1.6,.,.,4.4,"1,934","1,162",.,.,"3,096",434,263,.,.,696,"1,934","1,162",.,.,"3,096",434,263,.,.,696,12.130,25.060,.,.,
2023,17698,Southwestern Electric Power Co,TX,SWPP,"4,436","8,925",.,.,"13,361",2.4,6.2,.,.,8.6,"92,156","153,915",.,.,"246,071",2.4,6.2,.,.,8.6,"1,842","1,629",.,.,"3,471",267,231,.,.,498,"1,842","1,629",.,.,"3,471",267,231,.,.,498,20.800,17.200,.,.,
2023,17718,Southwestern Public Service Co,NM,SWPP,"32,117","8,184","36,846",.,"77,147",5.4,1.2,5.5,.,12.1,"553,801","139,025","574,583",.,"1,267,410",5.4,1.2,5.5,.,12.1,"2,967",615,"2,810",.,"6,393","4,227","5,058","7,140",.,"16,424","2,967",615,"2,810",.,"6,393","4,227","5,058","7,140",.,"16,424",17.243,16.987,15.594,.,
2023,17718,Southwestern Public Service Co,TX,SWPP,"8,348","17,049",.,.,"25,397",2.6,2.1,.,.,4.7,"102,481","236,157",.,.,"338,637",2.6,2.1,.,.,4.7,"2,451","1,792",.,.,"4,243",110,32,.,.,142,"2,451","1,792",.,.,"4,243",179,87,.,.,267,12.277,13.851,.,.,
2023,17828,City of Springfield - (IL),IL,MISO,408,"1,949",.,.,"2,357",0.4,0.5,.,.,0.9,"5,927","29,241",.,.,"35,169",0.4,0.5,.,.,0.9,91,88,.,.,178,84,58,.,.,142,91,88,.,.,178,84,58,.,.,142,14.189,15.000,.,.,
2023,17832,Snapping Shoals El Member Corp,GA,SOCO,"15,515","2,679","2,014",.,"20,208",4.0,0.8,0.6,.,5.4,"253,070","38,004","62,147",.,"353,222",3.8,0.7,0.6,.,5.1,58,2,2,.,62,103,4,1,.,108,"2,878",16,11,.,"2,905","3,700",230,170,.,"4,101",25.000,25.000,25.000,.,
2023,17833,City Utilities of Springfield - (MO),MO,SWPP,637,475,0,0,"1,112",1.9,0.1,0.0,0.0,2.1,"8,100","4,752",0,0,"12,852",1.9,0.1,0.0,0.0,2.1,408,47,0,0,455,96,0,0,0,96,408,47,0,0,455,96,0,0,0,96,13.000,12.000,0.000,0.000,
2023,17839,City of Springfield - (OR),OR,BPAT,759,573,230,0,"1,561",0.3,0.1,0.0,0.0,0.5,"12,006","7,193","2,689",0,"21,888",0.3,0.1,0.0,0.0,0.5,479,118,32,0,628,181,137,55,0,373,479,118,32,0,628,181,137,55,0,373,15.818,12.564,11.704,0.000,none
2023,17896,City of Shasta Lake - (CA),CA,BANC,197,13,0,.,210,0.0,0.0,0.0,.,0.0,"1,902",161,0,.,"2,063",0.0,0.0,0.0,.,0.0,126,12,0,.,138,55,1,0,.,56,126,12,0,.,138,55,1,0,.,56,10.146,12.000,0.000,.,www.cityofshastalake.org
2023,18087,Town of Sterling - (MA),MA,ISNE,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,.,.,.,0,0.0,.,.,.,0.0,1,0,0,0,1,7,0,0,0,7,1,.,.,.,1,7,.,.,.,7,1.000,.,.,.,
2023,18252,City of Sturgis - (MI),MI,PJM,338,707,.,.,"1,045",0.0,0.1,.,.,0.1,786,"11,438",.,.,"12,224",0.0,0.1,.,.,0.1,40,102,.,.,142,25,72,.,.,97,40,102,.,.,142,25,72,.,.,97,6.090,17.270,.,.,www.sturgismi.gov/utilities/electric
2023,18280,Sulphur Springs Valley E C Inc,AZ,WALC,167,.,349,.,516,5.0,.,3.4,.,8.5,"1,668",.,"3,490",.,"5,158",1.3,.,12.8,.,14.1,57,.,0,.,57,4,.,10,.,14,57,.,0,.,57,4,.,10,.,14,10.000,.,10.000,10.000,
2023,18304,"Sumter Electric Coop, Inc",FL,SEC,189,.,.,.,189,0.0,.,.,.,0.0,"2,453",.,.,.,"2,453",0.0,.,.,.,0.0,.,.,.,.,.,362,.,.,.,362,.,.,.,.,.,362,.,.,.,362,2.000,.,.,.,
2023,18339,Surry-Yadkin Elec Member Corp,NC,DUK,154,.,.,.,154,2.8,.,.,.,2.8,"41,979",.,.,.,"41,979",2.7,.,.,.,2.7,12,.,.,.,12,0,.,.,.,0,206,.,.,.,206,0,.,.,.,0,16.960,.,.,.,
2023,18429,City of Tacoma - (WA),WA,TPWR,"3,066","9,679","4,798",0,"17,543",0.0,0.0,0.0,0.0,0.0,"3,066","9,679","4,798",0,"17,543",.,.,.,.,.,"1,868","1,210",586,0,"3,665",635,32,16,0,683,"1,868","1,210",586,0,"3,665",635,32,16,0,683,1.000,1.000,1.000,0.000,
2023,18445,City of Tallahassee - (FL),FL,TAL,"7,116",199,.,.,"7,315",1.2,0.1,.,.,1.3,"95,142","3,578",.,.,"98,720",1.2,0.1,.,.,1.3,975,43,.,.,"1,018",926,41,.,.,967,975,43,.,.,"1,018",926,41,.,.,967,13.369,18.000,.,.,Talgov.com
2023,18449,"Talquin Electric Coop, Inc",FL,SEC,"1,004",0,0,0,"1,004",0.0,0.0,0.0,0.0,0.0,"5,854",0,0,0,"5,854",0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,5.830,0.000,0.000,0.000,
2023,18454,Tampa Electric Co,FL,TEC,"27,480","30,056","3,340",.,"60,876",7.1,3.0,0.3,.,10.4,"569,289","522,556","58,062",.,"1,149,907",6.7,4.6,0.5,.,11.7,"3,018","27,798","3,089",.,"33,905","4,146","1,408",156,.,"5,710","3,018","27,798","3,089",.,"33,905","4,146","1,408",156,.,"5,710",20.000,20.000,20.000,.,https://www.floridapsc.com/pscfiles/website-files/PDF/Publications/Reports/ElectricGas/AnnualReport/2022.pdf   
2023,18488,City of Taunton,MA,ISNE,547,.,.,.,547,0.2,.,.,.,0.2,547,.,.,.,547,0.2,.,.,.,0.2,350,.,.,.,350,61,.,.,.,61,350,.,.,.,350,61,.,.,.,61,1.000,.,.,.,
2023,18498,Taylor County Rural E C C,KY,PJM,8,.,.,.,8,0.4,.,.,.,0.4,192,.,.,.,192,0.4,.,.,.,0.4,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,22.800,.,.,.,
2023,18642,Tennessee Valley Authority,AL,TVA,"1,187","5,939","7,504",0,"14,630",0.3,0.5,0.7,0.0,1.5,"15,821","77,209","102,835",0,"195,865",0.3,0.5,0.7,0.0,1.5,101,"1,338",289,0,"1,728","1,132",162,551,0,"1,845",101,"1,338",289,0,"1,728","1,132",162,551,0,"1,845",13.000,13.000,14.000,0.000,
2023,18642,Tennessee Valley Authority,GA,TVA,488,"1,505",384,0,"2,377",0.1,0.2,0.0,0.0,0.3,"5,091","20,805","5,754",0,"31,650",0.1,0.2,0.0,0.0,0.3,101,167,38,0,306,816,44,0,0,860,101,167,38,0,306,816,44,0,0,860,10.000,14.000,15.000,0.000,
2023,18642,Tennessee Valley Authority,KY,TVA,426,"2,729","1,432",0,"4,587",0.1,0.2,0.0,0.0,0.3,"4,836","24,321","7,160",0,"36,317",0.1,0.2,0.0,0.0,0.3,31,953,0,0,984,770,104,554,0,"1,428",31,953,0,0,984,770,104,554,0,"1,428",11.000,9.000,5.000,0.000,
2023,18642,Tennessee Valley Authority,MS,TVA,730,"8,016","6,651",0,"15,397",0.2,0.7,0.6,0.0,1.5,"8,403","113,355","79,249",0,"201,007",0.2,0.7,0.6,0.0,1.5,42,"1,075",213,0,"1,330",792,257,905,0,"1,954",42,"1,075",213,0,"1,330",792,257,905,0,"1,954",12.000,14.000,12.000,0.000,
2023,18642,Tennessee Valley Authority,NC,TVA,78,486,0,0,564,0.0,0.0,0.0,0.0,0.0,756,"3,176",0,0,"3,932",0.0,0.0,0.0,0.0,0.0,8,40,0,0,48,63,8,0,0,71,8,40,0,0,48,63,8,0,0,71,10.000,7.000,0.000,0.000,
2023,18642,Tennessee Valley Authority,TN,TVA,"11,733","61,145","23,401",0,"96,279",3.0,5.0,2.7,0.0,10.7,"137,062","839,476","346,359",0,"1,322,897",3.0,5.0,2.7,0.0,10.7,538,"5,426","1,032",0,"6,996","18,531","2,354",667,0,"21,552",538,"5,426","1,032",0,"6,996","18,531","2,354",667,0,"21,552",12.000,14.000,15.000,0.000,
2023,18642,Tennessee Valley Authority,VA,TVA,7,56,0,0,63,0.0,0.0,0.0,0.0,0.0,77,838,0,0,915,0.0,0.0,0.0,0.0,0.0,0,2,0,0,2,2,2,0,0,4,0,2,0,0,2,2,2,0,0,4,11.000,15.000,0.000,0.000,
2023,18917,Tillamook Peoples Utility Dist,OR,BPAT,480,337,"1,202",.,"2,019",0.5,0.0,0.1,.,0.7,"6,309","4,612","12,023",.,"22,943",0.5,0.0,0.1,.,0.7,312,68,268,.,649,197,43,170,.,411,312,68,268,.,649,197,43,170,.,411,13.660,13.570,10.430,.,
2023,18956,Tri-County Elec Member Corp (GA),GA,SOCO,44,0,0,0,44,0.0,0.0,0.0,0.0,0.0,44,0,0,0,44,0.0,0.0,0.0,0.0,0.0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1.000,0.000,0.000,0.000,
2023,18997,The Toledo Edison Co,OH,PJM,"2,293","1,061",15,0,"3,370",0.3,0.2,0.0,0.0,0.5,"20,754","8,765",181,0,"29,700",0.3,0.2,0.0,0.0,0.5,"1,136",57,1,0,"1,193",684,73,62,0,820,"1,136",57,1,0,"1,193",684,73,62,0,820,9.050,8.259,12.000,0.000,https://dis.puc.state.oh.us/
2023,19125,City of Traverse City - (MI),MI,MISO,117,445,0,0,562,0.0,0.0,0.0,0.0,0.0,"1,807","4,892",0,0,"6,699",0.0,0.0,0.0,0.0,0.0,27,34,0,0,61,21,21,0,0,42,27,34,0,0,61,21,21,0,0,42,14.680,10.430,.,.,
2023,19157,MiEnergy Cooperative,IA,MISO,"1,504",208,33,.,"1,745",0.2,0.0,0.0,.,0.2,"21,602","3,139",433,.,"25,173",0.2,0.0,0.0,.,0.2,122,15,0,.,138,15,2,0,.,17,122,15,0,.,138,15,2,0,.,17,14.362,15.069,13.250,.,
2023,19157,MiEnergy Cooperative,MN,MISO,"3,378",468,73,.,"3,919",0.4,0.1,0.0,.,0.5,"48,511","7,048",972,.,"56,532",0.4,0.1,0.0,.,0.5,274,34,1,.,309,35,4,0,.,38,274,34,1,.,309,35,4,0,.,38,14.362,15.069,13.250,.,
2023,19161,"Tri-County Electric Coop, Inc (FL)",FL,SEC,104,0,0,0,104,0.0,0.0,0.0,0.0,0.0,474,0,0,0,474,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,45,.,.,.,45,.,.,.,.,.,45,.,.,.,45,3.844,0.000,0.000,0.000,
2023,19189,Trico Electric Cooperative Inc,AZ,WALC,248,.,.,.,248,0.3,.,.,.,0.3,"1,169",.,.,.,"1,169",0.3,.,.,.,0.3,47,.,.,.,47,3,.,.,.,3,47,.,.,.,47,3,.,.,.,3,4.710,.,.,.,
2023,19281,Turlock Irrigation District,CA,TIDC,950,"2,732","3,434",.,"7,116",0.6,0.1,0.5,.,1.2,"9,227","40,584","51,505",.,"101,316",0.6,0.1,0.5,.,1.2,462,560,357,.,"1,379",40,174,209,.,423,462,560,357,.,"1,379",40,174,209,.,423,11.970,15.106,15.000,.,https://www.cmua.org/emv-reports 
2023,19325,Umatilla Electric Coop Assn,OR,BPAT,157,524,"20,250",0,"20,931",0.1,0.0,1.5,0.0,1.6,"3,656","5,211","147,532",0,"156,399",0.1,0.0,1.5,0.0,1.6,145,115,858,0,"1,118",2,5,198,0,204,145,115,858,0,"1,118",2,5,198,0,204,23.307,16.000,7.286,0.000,
2023,19390,"UGI Utilities, Inc",PA,PJM,"1,812",613,"3,718",0,"6,143",0.1,0.2,0.7,0.0,1.0,"25,370","8,580","52,045",0,"85,995",0.1,0.2,0.7,0.0,1.0,245,43,183,0,471,239,121,350,0,710,245,43,183,0,471,239,121,350,0,710,14.000,14.000,14.000,0.000,www.ugi.com/savesmart
2023,19396,Tri-County Electric Coop (MI),MI,MISO,374,0,843,0,"1,216",0.1,0.0,0.2,0.0,0.3,"3,616",0,"11,459",0,"15,075",0.1,0.0,0.2,0.0,0.3,157,0,53,0,210,155,0,73,0,228,157,0,53,0,210,155,0,73,0,228,12.590,0.000,9.200,0.000,
2023,19435,Union Electric Membership Corp - (NC),NC,DUK,"3,539",.,.,.,"3,539",.,.,.,.,.,"12,959",.,.,.,"12,959",.,.,.,.,.,3,.,.,.,3,259,.,.,.,259,3,.,.,.,3,259,.,.,.,259,16.000,.,.,.,
2023,19436,Union Electric Co - (MO),MO,MISO,"68,382","96,014","13,871",0,"178,267",33.7,30.6,4.4,0.0,68.7,"863,709","1,389,853","200,787",0,"2,454,348",16.2,21.5,3.1,0.0,40.8,"19,086","14,226","2,055",0,"35,366","14,598","5,946",859,0,"21,403","19,086","14,226","2,055",0,"35,366","14,598","5,946",859,0,"21,403",12.632,14.760,14.179,0.000,
2023,19446,Duke Energy Kentucky,KY,PJM,"4,540","10,542",.,.,"15,081",1.0,1.4,.,.,2.4,"32,161","146,491",.,.,"178,653",1.0,1.4,.,.,2.4,557,723,.,.,"1,280","1,285",722,.,.,"2,007",557,723,.,.,"1,280","1,285",722,.,.,"2,007",7.085,13.897,.,.,
2023,19490,United Electric Coop Service Inc - (TX),TX,ERCO,"20,372",280,.,.,"20,651",2.8,0.0,.,.,2.9,"256,872","4,128",.,.,"261,000",2.8,0.0,.,.,2.9,740,7,.,.,747,207,.,.,.,207,740,7,.,.,747,207,.,.,.,207,12.610,14.770,.,.,
2023,19497,United Illuminating Co,CT,ISNE,"2,694","25,367","5,140",0,"33,201",2.4,4.1,0.7,0.0,7.2,"20,251","183,722","59,482",0,"263,455",2.4,4.1,0.7,0.0,7.2,"14,781","5,042","8,304",0,"28,127","2,476","1,334","1,657",0,"5,466","14,781","5,042","8,304",0,"28,127","2,476","1,334","1,657",0,"5,466",7.518,7.243,11.571,0.000,
2023,19499,"United Power, Inc",CO,WACM,"1,921","3,912",0,0,"5,834",0.2,0.7,0.0,0.0,0.9,"28,600","47,326",0,0,"75,926",0.2,0.7,0.0,0.0,0.9,388,242,0,0,630,.,.,.,.,.,388,242,0,0,630,.,.,.,.,.,13.770,12.770,.,.,
2023,19545,"Black Hills Power, Inc.",SD,WACM,24,460,0,0,484,0.0,0.1,0.0,0.0,0.1,315,"6,431",0,0,"6,746",0.0,0.1,0.0,0.0,0.1,11,84,0,0,95,2,34,0,0,36,11,84,0,0,95,2,34,0,0,36,13.042,13.973,0.000,0.000,https://puc.sd.gov/commission/dockets/electric
2023,19578,Upper Peninsula Power Company,MI,MISO,"12,747","3,533","2,423",0,"18,703",2.0,0.4,0.0,0.0,2.4,"90,754","43,558","33,854",0,"168,166",2.0,0.4,0.0,0.0,2.4,564,276,61,0,901,"1,690",828,184,0,"2,702",564,276,61,0,901,"1,690",828,184,0,"2,702",7.120,12.330,13.970,0.000,
2023,19728,"UNS Electric, Inc",AZ,TEPC,"31,496","1,586","6,028",.,"39,110",6.1,5.1,0.8,.,12.0,"491,070","15,656","35,046",.,"541,772",6.1,5.1,0.8,.,12.0,"1,488",239,169,.,"1,896",816,108,77,.,"1,001","1,488",239,169,.,"1,896",816,108,77,.,"1,001",15.590,9.870,5.810,.,
2023,19790,Verendrye Electric Coop Inc,ND,MISO,67,162,0,0,229,0.2,0.4,0.0,0.0,0.6,668,"1,623",0,0,"2,291",0.2,0.4,0.0,0.0,0.6,12,18,0,0,30,12,18,0,0,30,12,18,0,0,30,12,18,0,0,30,10.000,10.000,0.000,0.000,
2023,19798,City of Vernon,CA,CISO,.,"3,029",.,.,"3,029",.,0.5,.,.,0.5,.,"40,528",.,.,"40,528",.,0.5,.,.,0.5,.,717,.,.,717,.,.,.,.,.,.,717,.,.,717,.,.,.,.,.,.,12.000,.,.,
2023,19806,"Victoria Electric Coop, Inc",TX,ERCO,2,.,.,.,2,0.0,.,.,.,0.0,23,.,.,.,23,0.0,.,.,.,0.0,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,15.000,.,.,.,
2023,19876,Virginia Electric & Power Co,NC,PJM,651,"3,078",0,0,"3,729",0.1,0.5,0.0,0.0,0.6,"5,732","32,005",0,0,"37,737",0.1,0.5,0.0,0.0,0.6,240,453,0,0,693,465,510,0,0,975,240,453,0,0,693,465,510,0,0,975,8.800,10.400,0.000,0.000,
2023,19876,Virginia Electric & Power Co,VA,PJM,"66,518","130,265",0,0,"196,783",6.7,29.0,0.0,0.0,35.7,"539,189","1,434,354",0,0,"1,973,543",6.7,29.0,0.0,0.0,35.7,"25,016","20,137",0,0,"45,153","18,365","13,951",0,0,"32,316","25,016","20,137",0,0,"45,153","18,365","13,951",0,0,"32,316",8.100,11.000,0.000,0.000,
2023,19981,Wake Electric Membership Corp,NC,CPLE,"1,175",.,.,.,"1,175",1.0,.,.,.,1.0,"1,229",.,.,.,"1,229",1.0,.,.,.,1.0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,1.040,.,.,.,
2023,20038,Town of Wallingford - (CT),CT,ISNE,330,656,522,.,"1,508",0.1,0.2,0.1,.,0.4,"4,790","8,538","6,780",.,"20,108",0.1,0.2,0.1,.,0.4,676,338,113,.,"1,126",74,37,12,.,124,676,338,113,.,"1,126",74,37,12,.,124,14.530,13.010,13.000,.,
2023,20169,Avista Corp,ID,AVA,"2,466","14,049","1,281",0,"17,796",43.3,246.7,22.5,0.0,312.5,"70,926","267,125","52,412",0,"390,464",43.3,246.7,22.5,0.0,312.5,"1,062","4,514",255,0,"5,831",638,991,56,0,"1,685","1,062","4,514",255,0,"5,831",638,991,56,0,"1,685",22.229,11.410,14.375,0.000,
2023,20169,Avista Corp,WA,AVA,"5,450","45,833","2,525",0,"53,807",95.7,804.9,44.3,0.0,945.0,"210,591","121,627","8,966",0,"341,184",95.7,804.9,44.3,0.0,945.0,"2,553","14,636",146,0,"17,334","1,773","1,829",20,0,"3,621","2,553","14,636",146,0,"17,334","1,773","1,829",20,0,"3,621",22.757,11.606,13.385,0.000,
2023,20187,Watertown Municipal Utilities,SD,SWPP,114,369,290,.,774,0.0,0.1,0.1,.,0.1,"2,007","4,587","3,604",.,"10,198",0.0,0.1,0.1,.,0.1,16,15,12,.,42,16,16,12,.,44,16,15,12,.,42,16,16,12,.,44,17.556,12.421,12.421,.,
2023,20387,West Penn Power Company,PA,PJM,"30,044","29,429","23,389",0,"82,863",5.1,5.5,3.7,0.0,14.3,"313,026","381,701","309,294",0,"1,004,022",5.1,5.5,3.7,0.0,14.3,"6,933","6,161","2,493",0,"15,587","3,358","1,925","1,239",0,"6,522","6,933","6,161","2,493",0,"15,587","3,358","1,925","1,239",0,"6,522",10.419,12.970,13.224,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2023,20401,West River Electric Assn Inc,SD,SWPP,0,7,.,.,7,0.1,0.0,.,.,0.1,1,98,.,.,99,0.1,0.0,.,.,0.1,7,6,.,.,12,.,.,.,.,.,7,6,.,.,12,.,.,.,.,.,15.000,14.000,.,.,"Per Adam ""Our savings are calculaed in BTU's"""
2023,20404,AEP Texas North Company,TX,ERCO,"4,347","5,239",0,0,"9,586",2.1,2.6,0.0,0.0,4.7,"74,031","121,021",0,0,"195,052",2.1,2.6,0.0,0.0,4.7,"1,482",162,0,0,"1,644",188,118,0,0,306,"1,482",162,0,0,"1,644",188,118,0,0,306,17.000,23.100,0.000,0.000,
2023,20477,City of Westerville - (OH),OH,PJM,.,508,.,.,508,.,0.1,.,.,0.1,.,"2,540",.,.,"2,540",.,0.1,.,.,0.1,.,60,.,.,60,.,57,.,.,57,.,60,.,.,60,.,57,.,.,57,.,11.700,.,.,
2023,20481,City of Westfield - (MA),MA,ISNE,.,835,91,.,926,.,0.2,0.0,.,0.2,.,"13,116","1,365",.,"14,481",.,0.2,0.0,.,0.2,.,127,13,.,140,.,33,4,.,37,.,127,13,.,140,.,33,4,.,37,.,15.710,15.000,.,
2023,20521,Wheeling Power Co,WV,PJM,145,.,.,.,145,0.1,.,.,.,0.1,"1,611",.,.,.,"1,611",0.1,.,.,.,0.1,26,.,.,.,26,85,.,.,.,85,26,.,.,.,26,85,.,.,.,85,10.600,.,.,.,
2023,20639,"Wild Rice Electric Coop, Inc",MN,MISO,"1,822",215,.,.,"2,037",0.2,0.0,.,.,0.2,"20,141","5,035",.,.,"25,176",0.2,0.0,.,.,0.2,212,12,.,.,223,179,45,.,.,223,"1,698",425,.,.,"2,123","1,570",392,.,.,"1,962",17.990,12.700,.,.,
2023,20737,Willmar Municipal Utilities,MN,MISO,146,82,828,.,"1,056",0.0,0.0,0.2,.,0.2,"2,189","1,018","10,292",.,"13,499",0.0,0.0,0.2,.,0.2,14,4,40,.,58,14,4,42,.,61,14,4,40,.,58,14,4,42,.,61,15.015,12.428,12.428,.,www.brightenergysolutions/municipalities
2023,20841,"Wiregrass Electric Coop, Inc",AL,SOCO,98,.,.,.,98,0.1,.,.,.,0.1,979,.,.,.,979,0.1,.,.,.,0.1,21,.,.,.,21,0,.,.,.,0,309,.,.,.,309,0,.,.,.,0,10.000,.,.,.,
2023,20856,Wisconsin Power & Light Co,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,http://psc.wi.gov/apps35/ERF_search/default.aspx
